SPPARKS (19 Nov 2013 -- potts-ori branch)
seed 1511040239
app_style	 potts/ori 1
dimension	 2
lattice		 sq/8n 1.0
read_dream3d	 filename initial.dream3d load_ori
create_sites boxCreating sites ...
  1048576 sites
  1048576 sites have 8 neighbors
  1048576 values

set_mobility	 binary theta_max 50 min_mobility 0.001
precompute    	 mobility

solve_style      tree
sector		 no

temperature	 0.9

stats            2000.0
diag_style	 grainsize filename stats.h5

dump txtfile text 500000 AGG_Sites.*.txt x y z 

dump		 1 dream3d 5000 agg_dump*.dream3d id site version 6.0 dataset SyntheticVolume
dump_modify	 1 pad 6

run              500000.0
Setting up run ...
      Time    Naccept    Nreject    Nsweeps        CPU    Ngrains
    206000   10997040          0          0        715       1292
    208000   11098306          0          0        717       1284
    210000   11199710          0          0        719       1279
    212000   11300132          0          0        721       1273
    214000   11400764          0          0        722       1270
    216000   11499960          0          0        727       1269
    218000   11599422          0          0        728       1269
    220000   11700087          0          0        731       1266
    222000   11801979          0          0        733       1262
    224000   11903748          0          0        735       1259
    226000   12005733          0          0        737       1257
    228000   12105480          0          0        739       1254
    230000   12206093          0          0        767       1253
    232000   12305790          0          0        831       1250
    234000   12404805          0          0        832       1244
    236000   12502728          0          0        853       1243
    238000   12600904          0          0        855       1239
    240000   12698176          0          0        858       1236
    242000   12797201          0          0        860       1232
    244000   12899747          0          0        864       1229
    246000   13002988          0          0        904       1227
    248000   13105907          0          0        912       1223
    250000   13209719          0          0        950       1217
    252000   13314984          0          0        952       1216
    254000   13422304          0          0        953       1213
    256000   13531647          0          0        960       1213
    258000   13640825          0          0        962       1211
    260000   13747713          0          0        968       1210
    262000   13859277          0          0        969       1206
    264000   13968797          0          0        971       1202
    266000   14079181          0          0        973       1200
    268000   14191269          0          0        974       1199
    270000   14305632          0          0        976       1194
    272000   14419017          0          0        978       1192
    274000   14532482          0          0        979       1191
    276000   14652494          0          0        983       1187
    278000   14773289          0          0        985       1185
    280000   14894326          0          0   1.01e+03       1184
    282000   15015082          0          0   1.02e+03       1178
    284000   15137784          0          0   1.05e+03       1177
    286000   15260960          0          0   1.11e+03       1177
    288000   15386717          0          0   1.11e+03       1176
    290000   15512205          0          0   1.15e+03       1173
    292000   15634388          0          0   1.15e+03       1172
    294000   15758180          0          0   1.15e+03       1170
    296000   15882316          0          0   1.15e+03       1168
    298000   16006695          0          0   1.15e+03       1164
    300000   16128562          0          0   1.16e+03       1161
    302000   16254853          0          0   1.16e+03       1153
    304000   16381263          0          0   1.16e+03       1151
    306000   16510806          0          0   1.16e+03       1149
    308000   16643021          0          0   1.16e+03       1146
    310000   16773567          0          0   1.17e+03       1142
    312000   16906636          0          0   1.17e+03       1140
    314000   17045917          0          0   1.17e+03       1138
    316000   17189421          0          0   1.17e+03       1136
    318000   17329928          0          0   1.17e+03       1132
    320000   17474938          0          0   1.22e+03       1131
    322000   17621765          0          0   1.23e+03       1129
    324000   17771066          0          0   1.23e+03       1125
    326000   17921488          0          0    1.3e+03       1120
    328000   18070822          0          0    1.3e+03       1119
    330000   18222396          0          0   1.32e+03       1117
    332000   18375186          0          0   1.32e+03       1114
    334000   18532582          0          0   1.32e+03       1111
    336000   18689289          0          0   1.33e+03       1110
    338000   18845535          0          0   1.34e+03       1106
    340000   19002340          0          0   1.34e+03       1104
    342000   19161732          0          0   1.34e+03       1103
    344000   19320632          0          0   1.34e+03       1100
    346000   19480045          0          0   1.35e+03       1098
    348000   19639692          0          0   1.35e+03       1095
    350000   19799814          0          0   1.36e+03       1092
    352000   19959166          0          0   1.36e+03       1090
    354000   20119081          0          0   1.36e+03       1086
    356000   20281386          0          0   1.37e+03       1086
    358000   20441043          0          0   1.37e+03       1084
    360000   20603955          0          0    1.4e+03       1083
    362000   20767729          0          0   1.41e+03       1078
    364000   20931637          0          0   1.41e+03       1074
    366000   21100095          0          0   1.46e+03       1074
    368000   21266085          0          0   1.46e+03       1070
    370000   21433389          0          0    1.5e+03       1069
    372000   21598680          0          0    1.5e+03       1069
    374000   21767205          0          0   1.51e+03       1066
    376000   21943320          0          0   1.52e+03       1063
    378000   22119584          0          0   1.53e+03       1063
    380000   22298231          0          0   1.53e+03       1057
    382000   22475578          0          0   1.53e+03       1053
    384000   22654849          0          0   1.53e+03       1052
    386000   22836737          0          0   1.54e+03       1048
    388000   23019239          0          0   1.54e+03       1044
    390000   23202897          0          0   1.55e+03       1042
    392000   23386555          0          0   1.56e+03       1041
    394000   23574528          0          0   1.56e+03       1041
    396000   23762681          0          0   1.57e+03       1039
    398000   23959972          0          0   1.58e+03       1037
    400000   24159612          0          0   1.58e+03       1035
    402000   24361237          0          0   1.58e+03       1029
    404000   24556842          0          0   1.58e+03       1027
    406000   24753843          0          0   1.59e+03       1026
    408000   24949894          0          0   1.62e+03       1024
    410000   25147912          0          0   1.67e+03       1023
    412000   25346066          0          0   1.67e+03       1021
    414000   25546735          0          0   1.67e+03       1019
    416000   25745743          0          0   1.69e+03       1019
    418000   25945696          0          0   1.69e+03       1018
    420000   26152484          0          0   1.69e+03       1015
    422000   26359192          0          0    1.7e+03       1014
    424000   26562672          0          0    1.7e+03       1011
    426000   26765124          0          0    1.7e+03       1008
    428000   26965218          0          0    1.7e+03       1003
    430000   27164358          0          0   1.72e+03       1000
    432000   27358324          0          0   1.72e+03        999
    434000   27548790          0          0   1.72e+03        996
    436000   27741460          0          0   1.72e+03        996
    438000   27937095          0          0   1.73e+03        994
    440000   28132452          0          0   1.73e+03        993
    442000   28329723          0          0   1.73e+03        993
    444000   28526797          0          0   1.73e+03        990
    446000   28721284          0          0   1.74e+03        988
    448000   28918848          0          0   1.74e+03        987
    450000   29114191          0          0   1.75e+03        984
    452000   29314469          0          0   1.75e+03        981
    454000   29512991          0          0   1.75e+03        981
    456000   29712483          0          0   1.79e+03        979
    458000   29912050          0          0    1.8e+03        978
    460000   30107377          0          0   1.81e+03        976
    462000   30312922          0          0   1.81e+03        975
    464000   30512757          0          0   1.81e+03        971
    466000   30717281          0          0   1.82e+03        969
    468000   30917275          0          0   1.82e+03        966
    470000   31113518          0          0   1.85e+03        966
    472000   31306079          0          0   1.85e+03        964
    474000   31503173          0          0   1.85e+03        963
    476000   31702539          0          0   1.86e+03        962
    478000   31902351          0          0   1.86e+03        962
    480000   32105618          0          0   1.86e+03        959
    482000   32308880          0          0   1.86e+03        959
    484000   32509952          0          0   1.87e+03        958
    486000   32710713          0          0   1.87e+03        956
    488000   32914702          0          0   1.87e+03        955
    490000   33118503          0          0   1.87e+03        954
    492000   33323346          0          0   1.88e+03        953
    494000   33524814          0          0   1.88e+03        953
    496000   33732388          0          0   1.89e+03        953
    498000   33938191          0          0   1.89e+03        951
    500000   34143476          0          0    1.9e+03        950
Loop time of 1899.8 on 1 procs

Solve time (%) = 34.3767 (1.80949)
Update time (%) = 0 (0)
Comm  time (%) = 0 (0)
Outpt time (%) = 1611.93 (84.8472)
App   time (%) = 248.897 (13.1012)
Other time (%) = 4.60014 (0.242138)

